,date,title,links,description
254,21.05.04,"[단독] ""썩은 반찬통 씻어라""…왕처럼 군 무료급식소장","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006307481"",""링크"")",서울시 지원을 받는 한 무료급식소에서 소장이 직접 국을 가져다주며 식사를 챙기고 있습니다. 그런데 이 소장이 같이 일하는 직원들에게는 온갖 모욕…
255,21.05.04,"[단독 인터뷰] 김정남 암살 가담자 ""北, 수개월 전부터 준비""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006307050"",""링크"")",2017년 2월 말레이시아 콸라룸푸르 공항에서 김정일 위원장의 장남 김정남을 암살하는데 가담했던 베트남 여성 도안 티 흐엉 씨를 SBS가 한국 …
256,21.05.03,[단독] 업데이트 했다는 데도…여전히 '변조' 취약,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006305910"",""링크"")","정부가 만든 백신 접종 전자 증명서가 쉽게 위조될 수 있다고 저희가 어제 전해 드렸습니다. 이에 정부는 문제점을 확인했고, 앞으로 가짜 증명서는…"
257,21.05.03,"[단독] 사과하더니…""시효 지나 처벌도, 배상도 못 해""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006305906"",""링크"")","유족들은 30년 전 시신이 발견된 걸 알고도 숨겼었던 경찰관들을 처벌해달라고 했지만, 공소시효가 끝났다는 답만 돌아왔습니다. 그 이후에는 국가를…"
258,21.05.03,"[단독] 이춘재 ""미제 살인 사건인 줄 알고 자백…경찰 놀라""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006305905"",""링크"")",만약 이춘재가 말을 하지 않았더라면 과거 경찰이 숨겼던 진실은 아마 지금도 세상에 드러나지 않았을 겁니다. 이춘재는 현정 양 사건 역시 미제 살…
259,21.05.03,"[단독] ""시신 은폐 · 조작…수사팀 최소 10명 알아""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006305904"",""링크"")",오늘은 저희 끝까지 판다팀의 단독 보도로 8시 뉴스 시작하겠습니다. 지난 1989년 경기도 화성에서 당시 8살이던 김현정 양이 사라졌습니다. 가…
260,21.05.03,[단독] 이춘재 수사기록에서 드러난 경찰의 '조직적 은폐',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006305895"",""링크"")","지난 1989년 연쇄살인범 이춘재에게 살해됐지만, 경찰의 시신 은폐로 30년 동안 실종처리 됐던 8살 김현정 양, 지난 2019년 경찰은 수사를…"
261,21.05.03,"[단독] OK저축은행 송명근, 학폭 피해자에게 용서받아","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006305457"",""링크"")","남자배구 OK저축은행 송명근이 학교폭력 논란과 관련해 피해자의 용서를 받았습니다. 송명근은 오늘 자신의 SNS에 ""고등학교 시절 저의 잘…"
262,21.05.02,"[단독] ""유일한 합법 정부…한국 정부와 이번 주 접촉""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006304602"",""링크"")","군 쿠데타가 석 달 넘게 이어지는 미얀마에서는 군에 대항하는 '국민통합정부'가 세워졌습니다. 연방의회 의원들이 주도하고, 소수민족과 시민사회 단…"
263,21.05.02,[단독] 마스크 쓰랬더니…다섯 정거장 쫓아와 폭행,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006304586"",""링크"")","코로나 시대, 다른 사람 생각하지 않는 행동은 또 있었습니다. 버스 기사가 마스크 안 쓴 50대 남성을 규정대로 태우지 않았습니다. 그랬더니 택…"
264,21.05.02,[단독] 위·변조 불가라더니…쉽게 가능하고 못 걸러내,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006304582"",""링크"")",코로나19 백신 전자 예방접종 증명서가 위조에 취약한 것으로 나타났습니다. 정부는 증명서 위·변조를 막을 수 있다고 했지만 취재 결과 접종받지 …
265,21.05.02,"[단독] 은신 중 첫 인터뷰…""한국 정부와 이번 주 접촉""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006304591"",""링크"")",군부 쿠데타에 대항해 2주 전 만들어진 미얀마 민주 진영 '국민통합정부' 수반 만 윈 카잉 딴 국무총리를 SBS가 언론 최초로 단독 인터뷰했습니…
266,21.05.01,[단독] '가상 자산' 법안 발의한다…'코인 민심' 달래기,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006303722"",""링크"")","최근 논란이 계속되고 있는 가상화폐를 제도화할지 여권 내부의 고심이 커지고 있는 가운데, 여당 정책위원회 부의장이 가상자산 투자자 보호를 위한 …"
267,21.04.30,[단독] 공무원 모임 금지했는데…골프 친 경찰서장,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006302955"",""링크"")","코로나 확산세를 막기 위해 정부가 공무원을 포함한 공공 부문의 회식과 모임을 금지해왔는데, 공무원들 일탈행위가 끊이지를 않고 있습니다. 한 경찰…"
268,21.04.30,"[단독] 정성스레 답하면 뽑힌다더니…""미쳤어""도 당첨","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006302953"",""링크"")","중소벤처기업부가 얼마 전 상품을 내걸고 시민 참여를 유도하는 이벤트를 진행했습니다. 정성스럽게 답변할수록 당첨 확률이 올라간다고 홍보했는데, 알…"
269,21.04.30,"[단독] ""코인값 뛰자 출금 안 돼""…거래소 '먹튀' 의심","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006302951"",""링크"")","최근 가상화폐를 사겠다는 사람이 많아지면서 그것을 노린 범죄도 잇따르고 있습니다. 한 가상화폐 거래소에서는 코인을 살 수는 있는데, 그것을 팔거…"
270,21.04.30,"[단독] ""정성스레 답변하면 확률 UP?"" 이라더니…","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006302928"",""링크"")",중소벤처기업부가 지난 2월부터 3월 초까지 진행한 '최애 정책 대국민 인기투표'라는 응모 이벤트가 있습니다. 중기부는 홈페이지의 정책 홍보 영상…
271,21.04.30,"[단독] ""도지코인 값 뛰자 출금 안 돼""…거래소 '먹튀' 의혹","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006303277"",""링크"")",5개월째 출금 지연 문제가 있는 국내 모 가상화폐거래소에 대해 피해자들이 형사 고소 등 집단행동에 나서기로 했습니다. SBS 취재 결과 A 거래…
272,21.04.29,"""직원 · 지인 이름으로 사업 제안""…셀프 공모 의혹","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006301774"",""링크"")",시민들이 지자체에 필요한 사업을 직접 제안하면 예산을 편성해주는 주민참여예산사업이라는 것이 있습니다. 그런데 대구의 한 공공기관이 여기 직원들을…
273,21.04.29,[단독] 관광객 늘었다고 지하수를…세균 4배 '부적합',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006301773"",""링크"")",충북 충주의 대표적 관광지로 폐광을 활용한 동굴이 있습니다. 동굴 카페와 식당을 찾는 이들도 많아졌는데 이곳에서 식수가 아닌 동굴 지하수를 끌어…
274,21.04.29,"[단독] 세균 득실 지하수 쓴 활옥동굴, 대장균도 검출","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006301328"",""링크"")",충주를 대표하는 관광지로 활옥동굴이 있습니다. 활옥동굴은 일본강점기에 만들어진 활옥광산으로 굴 길이가 50km가 넘습니다. 폐광이 된 뒤 오랫동…
275,21.04.29,"[단독] ""기도하자""며 아이들 성추행…40대 목사 입건","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006301330"",""링크"")",10대 아동 2명을 강제추행한 40대 목사가 경찰에 붙잡혔습니다. 경기 북부경찰청 여성청소년범죄수사대는 성폭력범죄의 처벌 등에 관한 특례법 위반…
276,21.04.28,[단독] 산소발생기 외교행낭에 실어 오늘 밤 뉴델리로,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006299922"",""링크"")",코로나가 심각한 인도에 대한 걱정도 큰데요. 정부가 인도 교민들에게 약속한 '의료용 산소발생기'를 실은 항공편이 오늘 밤늦게 인도 뉴델리를 향해…
277,21.04.28,"[단독] ""한국을 백신 허브국으로""…한미정상회담 의제 추진","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006299921"",""링크"")",미국의 질병통제예방센터 전 국장이 한국을 아시아의 백신 생산 허브로 만들어야 한다고 했던 단독 인터뷰를 지난 주말 전해드렸는데요. 청와대가 이 …
278,21.04.28,"[단독] '곰팡이 격리시설' 감찰 착수…""기본권 침해 사과""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006299913"",""링크"")",곰팡이 낀 건물을 격리 장소로 쓴 해당 부대에 대해서 육군이 감찰에 들어간 사실이 저희 취재 결과 확인됐습니다. 국방장관과 육군참모총장은 뒤늦게…
279,21.04.28,"[단독] ""한미 정상, 백신 허브국 논의""…백신 조기 수급 대안 되나","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006299898"",""링크"")",청와대가 다음 달 한미정상회담 의제로 한국을 아시아 코로나 백신 허브국으로 지정하는 구상을 논의할 계획인 것으로 SBS 취재 결과 확인됐습니다.
280,21.04.28,"[단독] 문 열라는 요구에 ""내가 마피아다""…휘핑가스 캡슐 500여 개 발견","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006299875"",""링크"")","환각물질인 아산화질소를 흡입하며 집 안에서 소란을 피운 한 남성이 경찰에 붙잡혀 조사받고 있습니다. 지난 25일 오후 2시 반쯤, 서울 미아동의…"
281,21.04.27,[단독] 두려워서 전학 갔는데…가해 학생 데려온 상담교사,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006298590"",""링크"")",또래 여학생에게 성폭력을 가한 남학생이 일부러 멀리 진학한 피해 여학생의 학교에까지 찾아가는 일이 벌어졌습니다. 더 황당한 것은 피해자와 가해자…
282,21.04.27,[단독] 마을회관 난간 '와르르'…6살 아이 숨져,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006298586"",""링크"")","6살 어린이가 마을회관 입구에 있는 대리석 난간에 매달렸다가 난간이 무너지는 바람에 목숨을 잃었습니다. 지은 지 20년이 넘은 시설인데, 보수나…"
283,21.04.27,"[단독] 눈 못 뜬 상황에서 붙잡았다…""누군가 도와줬으면""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006298585"",""링크"")",지난 주말 서울 홍대 거리에서 한 남성이 지나가던 사람들에게 호신용 스프레이를 마구 뿌린 사건 전해드렸습니다. 당시 얼굴에 스프레이를 맞고도 가…
284,21.04.27,[단독] 홍대 '묻지마' 스프레이 테러…검거 시민 인터뷰,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006298608"",""링크"")",지난 주말 새벽 서울 홍대입구 일대에서 지나가는 행인들에 '묻지마' 스프레이 공격을 한 남성을 붙잡은 시민을 SBS가 인터뷰했습니다. 22살 이…
285,21.04.27,"[단독] 곰팡이 가득한 건물에 비닐치고 격리, 바퀴벌레까지","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006298607"",""링크"")","군대 내 격리자들에 대한 부실한 처우 문제가 계속 터져 나오고 있는 가운데, 곰팡이가 가득하고 바퀴벌레까지 득실거리는 건물에서 격리를 버텨내고 …"
286,21.04.27,"[단독] ""바지 입어보고 가"" 당근마켓 직거래 10대 성추행 적발","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006298078"",""링크"")",중고 거래 앱 당근마켓에서 바지를 사려던 10대를 집으로 들여 강제추행한 남성에 대해 경찰이 수사에 나섰습니다. 서울 강북경찰서는 아동·청소년의…
287,21.04.26,"[단독] ""오염수 방류 시 해군 작전 시간 2/3 줄어든다""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006296927"",""링크"")","얼마 전 일본이 원전 오염수를 바다에 흘려보내기로 결정하면서, 바닷물을 걸러서 먹고 씻는 데 쓰는 우리 해군도 영향을 받을 수 있다는 소식, 지…"
288,21.04.26,"[단독] ""日 오염수 방류 시 해군 작전 · 훈련 2/3 감소""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006296900"",""링크"")",일본이 후쿠시마원전의 방사능 오염수를 배출했을 때 우리 해군 함정의 임무 시간이 3분의 2 이상 줄어드는 것으로 SBS 취재 결과 확인됐습니다.
289,21.04.25,"[단독] ""1~2분 만에 폭등 뒤 반토막""…시세 조종 포착","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006295514"",""링크"")",가상 화폐 시세를 마음대로 조종하는 온라인 현장을 SBS 취재팀이 오늘 직접 확인했습니다. 사람들을 끌어모아 순간 집중투자로 시세를 폭등시킨 다…
290,21.04.25,[단독][취재파일] 경찰이 '이광철-윤규근 메신저' 형광펜으로 강조해 검찰에 보낸 이유는,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006294997"",""링크"")",지난 2019년 버닝썬 사건을 수사하던 경찰이 '김학의 사건'과 관련해 이광철 당시 청와대 민정비서관실 선임행정관과 이른바 '경찰총장' 윤규근 …
291,21.04.24,"[단독] 거꾸로 걸린 태극기…""암살 미수""라는 램지어","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006294968"",""링크"")",일본 극우 학술단체가 위안부 논문을 쓴 하버드대 램지어 교수를 옹호하는 학술대회를 열었습니다. 램지어 논문을 비판한 학자들을 비난하며 어이없는 …
292,21.04.24,[단독] 화려한 이력 뒤에 숨긴 간 큰 '횡령 계획',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006294658"",""링크"")",20대 경리 직원이 회삿돈 수억 원을 빼돌렸다 적발됐습니다. 가짜 주민번호를 쓰고 출근 첫날부터 돈 빼돌린 것을 보면 아예 처음부터 작정하고 입…
293,21.04.23,"[단독] ""요즘엔 처녀가 없어"", ""강남·분당 못 살면 개""…해경 간부 직위 해제","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006294322"",""링크"")",직원들에게 성희롱성 발언을 포함한 온갖 막말을 했다가 청와대로부터 감찰을 받게 된 해경의 고위 간부가 직위해제된 것으로 확인됐습니다. 해경 등 …
294,21.04.23,[단독] 사진첩 열자 지하철서 몰래 찍은 사진 800장 우수수,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006293598"",""링크"")",휴대전화 사진첩에 지하철에서 오가는 여성을 몰래 촬영한 사진을 모아온 50대 남성이 경찰에 붙잡혔습니다. 서울 노원경찰서는 성폭력범죄의 처벌 등…
295,21.04.23,"[단독] 경찰, '개발 정보' 뇌물 수수 의혹 SH 본사 압수수색","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006293561"",""링크"")",경찰이 서울주택도시공사 직원들의 뇌물 수수 의혹과 관련해 강제수사에 착수했습니다. 서울경찰청 반부패공공범죄수사대는 오늘 오전부터 서울 강남 SH…
296,21.04.22,[단독] '근대5종 대표팀' 4명 코로나19 확진…올림픽 앞두고 '비상',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006292951"",""링크"")",헝가리와 불가리아에서 열린 월드컵 3개 대회에 출전한 뒤 지난 20일 귀국한 근대 5종 대표팀은 귀국 직후 실시한 코로나19 검사에서 여자 선수…
297,21.04.22,[단독] '근대5종'도 4명 확진…올림픽 앞두고 '비상',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006292940"",""링크"")",레슬링에 이어 근대 5종 대표팀에서도 코로나19 확진자가 나와 비상이 걸렸습니다. 국제 대회에 나섰던 선수 2명과 지도자 2명이 감염됐습니다. …
298,21.04.22,"[단독] '영하 20도' 난방 없이 격리…""양동이에 용변""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006292928"",""링크"")",육군 장병들이 휴가를 다녀온 뒤 자가격리 기간에 부실한 도시락을 지급받았다고 해 논란이 됐습니다. 그런데 공군에서도 문제가 있던 게 드러났습니다…
299,21.04.22,[단독] 방사능 못 거르는 함정 조수기…오염수 마실 판,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006292925"",""링크"")",배 안에서 오랜 시간을 보내야 하는 해군 장병은 바닷물을 어떤 장비로 걸러낸 뒤에 그 물을 먹거나 씻는 데 사용하기도 합니다. 그런데 최근 일본…
300,21.04.22,"[단독] ""학대? 훈육이라 해…엄마들은 육아 무식자""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006292916"",""링크"")",몇 달 전 공분을 일으킨 인천의 한 국공립 어린이집 아동학대 사건 기억하실 것입니다. 장애 아동을 포함한 아이 10명을 상습 학대한 혐의로 그 …
301,21.04.22,"[단독] 인천 어린이집 아동학대 수사기록 입수 ""육아 무식자들, 살인도 아닌데""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006292921"",""링크"")",지난해 말 인천의 한 국공립 어린이집에서 장애아동을 포함한 아이들 10명을 학대한 사실이 드러나 원장과 교사 6명 전원이 재판을 받고 있는데 S…
302,21.04.21,"[단독] ""먹여 주고 재워 줄게""…가출하자 돌변한 '헬퍼'","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006291328"",""링크"")","가출한 청소년들이 갈 곳 없어 헤맬 때, 먹여주고 재워주겠다며 손 내미는 이들을 요즘 '헬퍼'라고 부른다고 합니다. 하지만 나쁜 의도로 접근하는…"
303,21.04.21,"[단독] 文 ""러시아 백신 가능성 점검""…""공개 검증""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006291316"",""링크"")",문재인 대통령이 러시아가 만든 코로나19 백신의 도입 가능성을 점검해보라고 한 사실이 저희 취재 결과 확인됐습니다. 러시아 백신을 이미 접종하고…
304,21.04.21,"[단독] ""스푸트니크 V 가능성 점검하라""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006291349"",""링크"")",문재인 대통령이 최근 러시아산 코로나19 백신인 '스푸트니크 V'의 도입 가능성을 점검하라고 지시한 것으로 SBS 취재 결과 확인됐습니다. 청와…
305,21.04.20,"[단독] ""올림픽대로서 유턴""…거절한 장애인 택시기사 폭행","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006289643"",""링크"")",지체장애를 가진 50대 택시기사가 운전 도중 아들 또래인 20대 승객으로부터 무차별 폭행을 당했습니다. 올림픽대로에서 유턴을 해주지 않았다는 게…
306,21.04.20,[단독] 장애인 출연 돈벌이…'노예 방송' 거부하면 폭행,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006289632"",""링크"")",다음은 4월 20일 장애인의 날을 맞아서 저희가 취재한 장애인 인권 학대 실태 어제에 이어서 오늘도 이어가겠습니다. 최근 인터넷 방송이나 SNS…
307,21.04.20,"[단독] 접종센터 수백 명 '와글'…""한꺼번에 다 오라더니""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006289629"",""링크"")",이런 가운데 지난 주말 한 접종 센터에 백신을 맞으려는 사람들이 한꺼번에 몰리면서 혼란이 빚어졌습니다. 거리두기도 지키지 않은 채 어르신들이 다…
308,21.04.19,"[단독] 태극전사 전원, '화이자' 맞고 도쿄 간다","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006288370"",""링크"")",도쿄올림픽에 출전하는 우리 태극전사 전원이 '화이자' 백신을 맞게 됐습니다. 코로나19에 대한 불안감을 덜고 운동에만 전념할 수 있게 됐습니다.
309,21.04.19,"[단독] 태극전사 전원, '화이자' 맞고 도쿄 간다","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006288385"",""링크"")",2020 도쿄올림픽에 출전하는 우리 국가대표 선수 전원이 화이자 백신을 맞고 출전할 것으로 보입니다. 문화체육관광부의 한 관계자는 SBS와 통화…
310,21.04.16,"[단독] 60년 이웃인데…""축사 복구"" 갈등 빚다 불 질러","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006285526"",""링크"")",어제 새벽 경기도 안성의 한 주택에 불이 났습니다. 잠들어 있던 부부가 급히 대피하면서 다행히 인명피해는 없었는데 알고 보니 이웃 주민이 휘발유…
311,21.04.16,"[단독] 치안감도 사업가와 골프…비용 묻자 ""사생활""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006285523"",""링크"")",경찰 고위 간부들과 사업가 등이 엮인 미심쩍은 골프 여행에 대해 저희가 이틀 전 보도했습니다. 경찰이 감찰에 착수한 가운데 경찰 지휘부인 현직 …
312,21.04.16,[단독] '부정 채용' 5명 중 4명 그대로…버티면 그만?,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006285522"",""링크"")",LH에서 있었던 일 하나 더 전해 드리겠습니다. LH가 직원을 채용하는 과정에 임직원들의 청탁이 있었다고 2년 전 감사원이 밝혀냈습니다. 그런데…
313,21.04.16,[단독] 어제 맞고 오늘 또 맞아…허술한 접종 관리,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006285517"",""링크"")","이럴 때일수록 백신 접종 계획이 차질을 빚지 않게 꼼꼼히 확인하고 또 한 명이라도 더 맞을 수 있게 하는 관리가 필요한데, 강원도 춘천에서 한 …"
314,21.04.16,[단독] LH '채용 불공정' 입사자 5명 중 4명 그대로 다닌다,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006285504"",""링크"")",'불공정 채용'이 있었다고 감사원 지적을 받고도 한국토지주택공사 LH가 '채용 수혜자'들에 대해 아무런 조치를 하지 않은 것으로 확인됐습니다. …
315,21.04.15,[단독] 유령법인 세워 절세…공공주택까지 사들였다,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006281638"",""링크"")","경찰은 이들이 세금을 덜 내기 위해 직원이 없는, 유령 법인까지 세운 것으로 보고 있습니다. 그뿐 아니라, 주로 사회 취약계층에 공급되는 공공주…"
316,21.04.15,"[단독] 전국 돌며 아파트 거래…""시세 차익 50억""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006281637"",""링크"")","오늘 8시 뉴스는 저희가 단독 취재한 내용으로 시작하겠습니다. 부동산 투기에 대한 전방위 수사가 현재 진행되고 있는 가운데, 내부 정보를 이용해…"
317,21.04.14,"[단독] ""이항 택시, 태풍에도 문제없다""…장밋빛 보고서 낸 영사관","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006280307"",""링크"")",지난해 11월 한강 위를 날았던 무인 드론 택시 기억하시죠? 그 제조사인 중국 이항에 관심이 집중됐지만 지난 2월 이 회사에 대한 사기 의혹이 …
318,21.04.14,"""골프 · 숙박비, 나중에 현금으로 줬다""…석연찮은 만남","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006280299"",""링크"")","경찰 간부들은 사업가와 병원장이 결제한 골프비와 숙박비는 나중에 현금으로 지급했다고 해명했습니다. 이게 법을 위반한 소지가 없을지, 이어서 홍영…"
319,21.04.14,"[단독] 경찰 간부, 사업가와 골프 여행…비용은 누가?","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006280297"",""링크"")","경찰 고위 간부들이 지난해 사업가와 함께 골프를 치고 리조트에서 하룻밤을 묵었습니다. 하루 방값이 90만 원쯤 되는 곳인데, 그들은 사적 모임이…"
320,21.04.14,[단독] 검증 없이 장밋빛 전망만…시연 3주 전 영사관 보고서 입수,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006280324"",""링크"")",지난해 11월 80kg짜리 쌀포대 4개를 실은 무인 드론 택시가 서울 여의도 상공을 날았습니다. 국토부와 서울시가 함께 진행한 드론 택시 시연이…
321,21.04.13,[단독] 소방 우수 사례라더니…가짜 스프링클러 단 병원,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006278721"",""링크"")",지난달 강원도 원주에 있는 한 요양병원에서 불이 났습니다. 환자와 의료진 130여 명이 큰 피해 없이 대피를 했고 이에 소방당국은 화재 대응을 …
322,21.04.13,[단독] 아슬아슬 가지치기…불법 개조 차로 작업,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006278722"",""링크"")","요즘 도심 가로수 가지치기 작업이 이뤄지고 있습니다. 작업용 차량을 타고 건물 4층 높이까지 올라가기도 하는데, 알고 보면 사람이 탈 수 없는 …"
323,21.04.13,"[단독] ""수돗물서 페인트 냄새""…물탱크에 선박용 도료를","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006278719"",""링크"")",아파트 물탱크의 물이 새는 걸 막아주는 실링재에서 환경호르몬이 검출된 걸 비롯해 전반적으로 물탱크 관리에 허점이 많다고 저희가 며칠 전에 전해드…
324,21.04.13,"[단독] ""국회의원 12년 했는데 XX야""…마사회장 막말","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006278715"",""링크"")","여당 소속으로 국회의원을 세 차례 지냈던 사람이 얼마 전 한국 마사회장이 됐습니다. 취임 이후에 자신의 측근을 마사회 간부로 채용하려고 했는데,…"
325,21.04.13,"[단독] ""중국 김치 걱정돼"" 옆자리 손님 대화에 ""무시하냐"" 시비","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006278240"",""링크"")",음식점 옆자리에서 중국산 김치에 대한 대화를 듣고 욕설과 고성을 지르며 행패를 부린 남성이 경찰에 붙잡혔습니다. 서울 관악경찰서는 술을 마시고 …
326,21.04.12,[단독] '툭하면 결근' 법무관…'해임 취소'에 동료도 분개,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006277123"",""링크"")","공군의 한 법무관이 무단결근과 지각을 되풀이하다가 결국 해임됐습니다. 일곱 달 동안 제대로 출근 시간을 지킨 날이 20일도 채 되지 않았다는데,…"
327,21.04.12,"[단독] 노동 전문가 만난 윤석열…""청년 실업 최우선 현안""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006277114"",""링크"")",윤석열 전 검찰총장이 지난주 재보궐 선거가 끝난 이후에 노동 전문가를 만나서 청년 일자리 문제를 논의한 걸로 저희 취재 결과 확인됐습니다. 현재…
328,21.04.12,[단독] 도쿄올림픽 한국 선수단장에 장인화 부산시 체육회장,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006277062"",""링크"")",오는 7월 23일 개막하는 2020 도쿄올림픽 대한민국 선수단장에 장인화 부산시체육회장이 내정됐습니다. 대한체육회는 오는 22일 신임 집행부가 …
329,21.04.11,"[단독] 'SNS 낯선 유혹' 주의…""국제범죄 10% 넘어""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006275726"",""링크"")",온라인에서 만난 이성에게 사기를 치는 '로맨스 스캠' 범죄가 갈수록 심각해지고 있습니다. 최근에는 암호화폐를 이용하는 신종 수법까지 등장했는데요…
330,21.04.09,"[단독] ""여자는 전쟁 나면 위안부""…막말 해경 간부 감찰","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006274455"",""링크"")",해경의 한 고위 간부가 직원들에게 성희롱성 발언을 포함해 온갖 막말을 했다가 청와대 감찰까지 받고 있는 걸로 SBS 취재 결과 확인됐습니다. 발…
331,21.04.09,"[단독] ""여자는 전쟁 나면 위안부""…막말 해경 고위 간부 감찰 착수","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006274776"",""링크"")",해경의 한 고위 간부가 직원들에게 성희롱성 발언 등 막말을 했다가 최근 청와대 감찰까지 받고 있는 것으로 SBS 취재 결과 확인됐습니다. 해경의…
